Index,Plancode,IssueVersion,Sex,RateClass,Band
13400,1U135D00,,1,N,A
13401,1U135D00,,1,N,B
13402,1U135D00,,1,N,C
13403,1U135D00,,1,P,A
13404,1U135D00,,1,P,B
13405,1U135D00,,1,P,C
13406,1U135D00,,1,S,A
13407,1U135D00,,1,S,B
13408,1U135D00,,1,S,C
13409,1U135D00,,2,N,A
13410,1U135D00,,2,N,B
13411,1U135D00,,2,N,C
13412,1U135D00,,2,P,A
13413,1U135D00,,2,P,B
13414,1U135D00,,2,P,C
13415,1U135D00,,2,S,A
13416,1U135D00,,2,S,B
13417,1U135D00,,2,S,C
