Index,Scale,IssueAge,Duration,Rate
13400,0,0,17,0.061690
13400,0,0,18,0.070860
13400,0,0,19,0.076700
13400,0,0,20,0.078370
13400,0,0,21,0.079200
13400,0,0,22,0.079200
13400,0,0,23,0.079200
13400,0,0,24,0.080040
13400,0,0,25,0.080870
13400,0,0,26,0.081700
13400,0,0,27,0.085040
13400,0,0,28,0.089210
13400,0,0,29,0.087540
13400,0,0,30,0.085870
13400,0,0,31,0.085040
13400,0,0,32,0.084210
13400,0,0,33,0.084210
13400,0,0,34,0.086710
13400,0,0,35,0.088380
13400,0,0,36,0.090880
13400,0,0,37,0.095880
13400,0,0,38,0.100060
13400,0,0,39,0.107560
13400,0,0,40,0.114240
13400,0,0,41,0.121750
13400,0,0,42,0.131760
13400,0,0,43,0.144280
13400,0,0,44,0.158470
13400,0,0,45,0.175170
13400,0,0,46,0.194370
13400,0,0,47,0.212750
13400,0,0,48,0.232800
13400,0,0,49,0.244500
13400,0,0,50,0.257870
13400,0,0,51,0.277090
13400,0,0,52,0.299660
13400,0,0,53,0.330600
13400,0,0,54,0.364060
13400,0,0,55,0.406740
13400,0,0,56,0.459490
13400,0,0,57,0.513110
13400,0,0,58,0.570960
13400,0,0,59,0.620450
13400,0,0,60,0.677520
13400,0,0,61,0.746390
13400,0,0,62,0.830450
13400,0,0,63,0.933110
13400,0,0,64,1.048530
13400,0,0,65,1.170000
13400,0,0,66,1.298400
13400,0,0,67,1.428670
13400,0,0,68,1.560830
13400,0,0,69,1.703370
13400,0,0,70,1.851230
13400,0,0,71,2.030860
13400,0,0,72,2.232200
13400,0,0,73,2.497350
13400,0,0,74,2.777880
13400,0,0,75,3.073940
13400,0,0,76,3.398650
13400,0,0,77,3.754050
13400,0,0,78,4.168420
13400,0,0,79,4.654840
13400,0,0,80,5.219780
13400,0,0,81,5.839800
13400,0,0,82,6.550950
13400,0,0,83,7.297560
13400,0,0,84,8.109610
13400,0,0,85,9.017380
13400,0,0,86,10.042350
13400,0,0,87,11.192230
13400,0,0,88,12.465040
13400,0,0,89,13.849380
13400,0,0,90,15.333420
13400,0,0,91,16.908810
13400,0,0,92,18.416310
13400,0,0,93,20.015270
13400,0,0,94,21.733610
13400,0,0,95,23.585430
13400,0,0,96,25.573060
13400,0,0,97,27.431880
13400,0,0,98,29.457880
13400,0,0,99,31.672690
13400,0,0,100,34.099540
13400,0,1,16,0.061690
13400,0,1,17,0.070860
13400,0,1,18,0.076700
13400,0,1,19,0.078370
13400,0,1,20,0.079200
13400,0,1,21,0.079200
13400,0,1,22,0.079200
13400,0,1,23,0.080040
13400,0,1,24,0.080870
13400,0,1,25,0.081700
13400,0,1,26,0.085040
13400,0,1,27,0.089210
13400,0,1,28,0.087540
13400,0,1,29,0.085870
13400,0,1,30,0.085040
13400,0,1,31,0.084210
13400,0,1,32,0.084210
13400,0,1,33,0.086710
13400,0,1,34,0.088380
13400,0,1,35,0.090880
13400,0,1,36,0.095880
13400,0,1,37,0.100060
13400,0,1,38,0.107560
13400,0,1,39,0.114240
13400,0,1,40,0.121750
13400,0,1,41,0.131760
13400,0,1,42,0.144280
13400,0,1,43,0.158470
13400,0,1,44,0.175170
13400,0,1,45,0.194370
13400,0,1,46,0.212750
13400,0,1,47,0.232800
13400,0,1,48,0.244500
13400,0,1,49,0.257870
13400,0,1,50,0.277090
13400,0,1,51,0.299660
13400,0,1,52,0.330600
13400,0,1,53,0.364060
13400,0,1,54,0.406740
13400,0,1,55,0.459490
13400,0,1,56,0.513110
13400,0,1,57,0.570960
13400,0,1,58,0.620450
13400,0,1,59,0.677520
13400,0,1,60,0.746390
13400,0,1,61,0.830450
13400,0,1,62,0.933110
13400,0,1,63,1.048530
13400,0,1,64,1.170000
13400,0,1,65,1.298400
13400,0,1,66,1.428670
13400,0,1,67,1.560830
13400,0,1,68,1.703370
13400,0,1,69,1.851230
13400,0,1,70,2.030860
13400,0,1,71,2.232200
13400,0,1,72,2.497350
13400,0,1,73,2.777880
13400,0,1,74,3.073940
13400,0,1,75,3.398650
13400,0,1,76,3.754050
